,Civilian labor force,"177,007 ","177,550 ","181,618 ","-543 -4,611",
,Employed,"167,292 ","168,105 ","175,752 ","-813 -8,460",
Residing in Georgia,Unemployed,"9,715 ","9,445 ","5,866 ","270 3,849",
,Rate,5.5,5.3,3.2,,
,Civilian labor force,"82,344 ","82,236 ","85,457 ","108 -3,113",
,Employed,"79,203 ","79,410 ","83,430 ","-207 -4,227",
Residing in South Carolina,,,,,,
,Unemployed,"3,141 ","2,826 ","2,027 ","315 1,114",
,Rate,3.8,3.4,2.4,,
☛,,,,,,
"Note: The Augusta Metropolitan Statistical Area includes Columbia, Lincoln, McDuffie, and Richmond counties, Georgia, and Aiken",,,,,,
,"and Edgefield counties, South Carolina. ",,,,,
,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,
,Columbus MSA Labor Force Estimates,,,,,
,Place of Residence - Persons 16 Years and Older,,,,,
,,,,,Change From,
,Employment ,Preliminary,Revised,Revised, Revised,Revised
Area,Status,DEC 2020,NOV 2020,DEC 2019,NOV 2020,DEC 2019
,Civilian labor force,"119,608 ","119,942 ","122,781 ","-334 -3,173",
,Employed,"112,686 ","113,197 ","118,690 ","-511 -6,004",
"Columbus, GA-AL MSA",,,,,,
,Unemployed,"6,922 ","6,745 ","4,091 ","177 2,831",
,Rate,5.8,5.6,3.3,,
,Civilian labor force,"96,773 ","96,929 ","98,906 ","-156 -2,133",
,Employed,"90,600 ","91,018 ","95,417 ","-418 -4,817",
Residing in Georgia,,,,,,
,Unemployed,"6,173 ","5,911 ","3,489 ","262 2,684",
,Rate,6.4,6.1,3.5,,
,Civilian labor force,"22,835 ","23,013 ","23,875 ","-178 -1,040",
,Employed,"22,086 ","22,179 ","23,273 ","-93 -1,187",
Residing in Alabama,,,,,,
,Unemployed,749,834,602,-85 147,
,Rate,3.3,3.6,2.5,,
☛,,,,,,
"Note: The Columbus Metropolitan Statistical Area includes Chattahoochee, Harris, and Muscogee counties, Georgia, and Russell county, Alabama. ",,,,,,
,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,
,Georgia Regional Commissions (RCs),,,,,
,Place of Residence - Persons 16 Years and Older,,,,,
,,,,,Change From,
,Employment ,Preliminary,Revised,Revised, Revised,Revised
Area,Status,DEC 2020,NOV 2020,DEC 2019,NOV 2020,DEC 2019
,Civilian labor force,"2,455,690 ","2,469,188 2,466,514 ",,"-13,498 ","-10,824"
Atlanta Regional,Employed,"2,316,923 ","2,323,219 2,400,327 ",,"-6,296 ","-83,404"
Commission,Unemployed,"138,767 145,969 ",,"66,187 ","-7,202 72,580",
,Rate,5.7 5.9 2.7,,,,
,Civilian labor force,"204,332 205,465 209,203 ",,,"-1,133 ","-4,871"
Central Savannah,Employed,"192,847 194,352 202,163 ",,,"-1,505 ","-9,316"
River Area,Unemployed,"11,485 11,113 7,040 ",,,"372 4,445",
,Rate,5.6 5.4 3.4,,,,
,Civilian labor force,"328,969 ","331,493 329,382 ",,"-2,524 ",-413
Coastal ,Employed,"310,840 313,602 319,928 ",,,"-2,762 ","-9,088"
Georgia,Unemployed,"18,129 17,891 9,454 ",,,"238 8,675",
,Rate,5.5 5.4 2.9,,,,
,Civilian labor force,"347,095 ","351,051 353,010 ",,"-3,956 ","-5,915"
Georgia,Employed,"333,947 ","338,745 344,499 ",,"-4,798 ","-10,552"
Mountains,Unemployed,"13,148 12,306 ",,"8,511 ",842,"4,637"
,Rate,3.8 3.5 2.4,,,,
,Civilian labor force,"114,425 116,599 114,973 ",,,"-2,174 ",-548
Heart of Georgia,Employed,"107,945 110,609 110,362 ",,,"-2,664 ","-2,417"
Altamaha,Unemployed,"6,480 5,990 4,611 ",,,"490 1,869",
,Rate,5.7,5.1 4.0,,,
,Civilian labor force,"218,499 220,257 218,972 ",,,"-1,758 ",-473
Middle,Employed,"206,313 208,549 212,340 ",,,"-2,236 ","-6,027"
Georgia,Unemployed,"12,186 11,708 6,632 ",,,"478 5,554",
,Rate,5.6 5.3 3.0,,,,
,Civilian labor force,"306,305 308,400 307,733 ",,,"-2,095 ","-1,428"
Northeast,Employed,"292,149 294,595 299,692 ",,,"-2,446 ","-7,543"
Georgia,Unemployed,"14,156 13,805 ",,"8,041 ",351,"6,115"
,Rate,4.6 4.5 2.6,,,,
,Civilian labor force,"419,587 422,125 425,173 ",,,"-2,538 ","-5,586"
Northwest,Employed,"400,877 404,512 410,003 ",,,"-3,635 ","-9,126"
Georgia,Unemployed,"18,710 ","17,613 15,170 ",,"1,097 ","3,540"
,Rate,4.5 4.2 3.6,,,,
,Civilian labor force,"145,525 146,682 146,552 ",,,"-1,157 ","-1,027"
River Valley,Employed,"136,008 ","137,574 141,283 ",,"-1,566 ","-5,275"
,Unemployed,"9,517 ","9,108 5,269 ",,"409 4,248",
,Rate,6.5 6.2 3.6,,,,
,Civilian labor force,"180,054 183,651 178,024 ",,,"-3,597 ","2,030"
Southern,Employed,"170,912 175,067 172,020 ",,,"-4,155 ","-1,108"
Georgia,Unemployed,"9,142 8,584 6,004 ",,,"558 3,138",
,Rate,5.1,4.7 3.4,,,
,Civilian labor force,"145,844 148,559 146,941 ",,,"-2,715 ","-1,097"
Southwest,Employed,"137,070 ","140,172 141,947 ",,"-3,102 ","-4,877"
Georgia,Unemployed,"8,774 ","8,387 4,994 ",,"387 3,780",
,Rate,6.0 5.6 3.4,,,,
,Civilian labor force,"250,660 ","251,713 251,690 ",,"-1,053 ","-1,030"
Three Rivers,Employed,"237,276 238,522 244,754 ",,,"-1,246 ","-7,478"
,Unemployed,"13,384 13,191 6,936 ",,,"193 6,448",
,Rate,5.3 5.2 2.8,,,,
,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,
,,,City Labor Force Estimates,,,,,,,,,
,,,Place of Residence - Persons 16 Years and Older,,,,,,,,,
,Preliminary December 2020,,,, Revised November 2020,,,,Revised December 2019,,,
,,,Unemployment ,,,,Unemployment ,,,,Unemployment ,
, Laborforce ,Employment ,Number ,Rate,Laborforce Employment ,,Number ,Rate,Laborforce Employment ,,Number ,Rate
*Albany,"31,327 ","28,609 ","2,718 ",8.7,"31,435 ","28,759 ","2,676 ",8.5,"31,426 ","30,132 ","1,294 ",4.1
*Alpharetta,"36,367 ","35,106 ","1,261 ",3.5,"36,476 ","35,202 ","1,274 ",3.5,"37,204 ","36,369 ",835,2.2
*Athens,"58,747 ","55,706 ","3,041 ",5.2,"59,342 ","56,307 ","3,035 ",5.1,"59,225 ","57,596 ","1,629 ",2.8
*Atlanta,"266,767 ","248,040 ","18,727 ",7,"268,464 ","248,703 19,761 ",,7.4,"264,779 ","256,964 ","7,815 ",3
Dekalb Part ,"24,076 ","23,027 ","1,049 ",4.4,"24,123 ","23,074 ","1,049 ",4.3,"24,370 ","23,853 ",517,2.1
Fulton Part,"242,691 ","225,013 ","17,678 ",7.3,"244,341 ","225,629 ","18,712 ",7.7,"240,409 ","233,111 ","7,298 ",3
*Augusta,"83,709 ","77,941 ","5,768 ",6.9,"83,910 ","78,144 ","5,766 ",6.9,"84,980 ","81,874 ","3,106 ",3.7
*Brookhaven ,"34,088 ","33,061 ","1,027 ",3,"34,147 ","33,128 ","1,019 ",3,"34,888 ","34,248 ",640,1.8
*Canton,"15,382 ","14,843 ",539,3.5,"15,422 ","14,898 ",524,3.4,"15,721 ","15,380 ",341,2.2
Carrollton,"11,397 10,726 ",,671 5.9 ,,"11,459 10,785 ",,674 5.9 ,,"11,502 ","11,116 ",386 3.4,
*Chamblee,"20,269 ","19,638 ",631,3.1,"20,316 ","19,678 ",638,3.1,"20,709 ","20,343 ",366,1.8
*Columbus,"75,733 ","70,442 ","5,291 ",7,"75,807 ","70,680 ","5,127 ",6.8,"77,054 ","74,185 ","2,869 ",3.7
Dalton,"13,186 12,490 ",,696 5.3 ,,"13,358 12,651 ",,707 5.3 ,,"13,695 13,072 ",,623 4.5,
Decatur,"14,380 13,835 ",,545 3.8 ,,"14,363 13,863 ",,500 3.5 ,,"13,682 13,366 ",,316 2.3,
Douglasville,"17,572 ","16,403 ","1,169 ",6.7,"17,700 ","16,443 ","1,257 ",7.1,"17,549 ","16,993 ",556,3.2
Duluth,"16,088 15,345 ",,743 4.6 ,,"16,141 15,401 ",,740 4.6 ,,"16,294 15,900 ",,394 2.4,
*Dunwoody,"27,359 ","26,363 ",996,3.6,"27,398 ","26,417 ",981,3.6,"27,895 ","27,309 ",586,2.1
East Point,"17,615 ","15,638 ","1,977 ",11.2,"17,819 ","15,681 ","2,138 ",12,"16,812 ","16,201 ",611,3.6
Gainesville,"19,482 18,653 ",,829 4.3 ,,"19,821 18,976 ",,845 4.3 ,,"19,860 19,394 ",,466 2.3,
Hinesville,"15,549 14,756 ",,793 5.1 ,,"15,776 14,965 ",,811 5.1 ,,"15,327 14,887 ",,440 2.9,
*Johns Creek ,"44,610 ","43,027 ","1,583 ",3.5,"44,811 ","43,145 ","1,666 ",3.7,"45,575 ","44,575 ","1,000 ",2.2
Kennesaw,"19,969 ","19,162 ",807,4,"20,044 ","19,220 ",824,4.1,"20,337 ","19,853 ",484,2.4
LaGrange,"15,874 14,728 1,146 7.2 ",,,,"15,981 14,825 1,156 7.2 ",,,,"15,260 14,814 ",,446 2.9,
Lawrenceville ,"14,524 ","13,669 ",855 5.9 ,,"14,609 ","13,719 ",890,6.1,"14,568 ","14,163 ",405 2.8,
McDonough,"12,287 ","11,193 ","1,094 ",8.9,"12,464 ","11,196 ","1,268 ",10.2,"11,672 ","11,206 ",466,4
*Macon-Bibb ,"68,871 ","64,223 ","4,648 ",6.7,"69,494 ","64,825 ","4,669 ",6.7,"67,979 ","65,861 ","2,118 ",3.1
*Marietta,"35,553 ","33,937 ","1,616 ",4.5,"35,841 ","34,041 ","1,800 ",5,"36,086 ","35,161 ",925,2.6
Milton,"20,001 19,300 ",,701 3.5 ,,"20,011 19,352 ",,659 3.3 ,,"20,442 19,994 ",,448 2.2,
Newnan,"18,684 ","17,529 ","1,155 6.2 ",,"18,771 ","17,579 1,192 6.4 ",,,"18,667 ","18,160 ",507 2.7,
Peachtree City ,"18,282 ","17,794 ",488,2.7,"18,332 ","17,827 ",505,2.8,"18,828 ","18,431 ",397,2.1
P’tree Corners ,"24,965 23,832 1,133 4.5 ",,,,"25,055 23,920 1,135 4.5 ",,,,"25,270 24,694 ",,576 2.3,
Rome,"15,919 ","14,974 ",945 5.9 ,,"15,911 ","15,033 ",878 5.5 ,,"15,682 14,995 ",,687 4.4,
*Roswell,"53,324 ","51,521 ","1,803 ",3.4,"53,518 ","51,662 ","1,856 ",3.5,"54,562 ","53,376 ","1,186 ",2.2
*Sandy Springs ,"65,345 ","62,872 ","2,473 ",3.8,"65,675 ","63,044 ","2,631 ",4,"66,553 ","65,135 ","1,418 ",2.1
*Savannah,"68,668 ","63,654 ","5,014 ",7.3,"68,987 ","63,804 ","5,183 ",7.5,"66,855 ","64,804 ","2,051 ",3.1
*Smyrna,"35,206 ","33,602 ","1,604 ",4.6,"35,310 ","33,704 ","1,606 ",4.5,"35,641 ","34,813 ",828,2.3
Statesboro,"14,137 ","13,150 ",987,7,"14,549 ","13,511 ","1,038 ",7.1,"13,563 ","13,010 ",553,4.1
Stockbridge,"14,825 ","13,693 ","1,132 ",7.6,"14,857 ","13,697 ","1,160 ",7.8,"14,639 ","14,181 ",458,3.1
Tucker,"19,975 ","18,949 ","1,026 ",5.1,"19,965 ","18,988 ",977 4.9 ,,"20,167 19,629 ",,538 2.7,
*Valdosta,"26,497 ","24,788 ","1,709 ",6.4,"26,778 ","25,125 ","1,653 ",6.2,"25,112 ","24,277 ",835,3.3
*Warner Robins ,"32,700 ","30,908 ","1,792 ",5.5,"32,857 ","31,138 ","1,719 ",5.2,"33,301 ","32,347 ",954,2.9
Woodstock,"17,205 16,602 ",,603 3.5 ,,"17,229 16,663 ",,566 3.3 ,,"17,588 17,202 ",,386 2.2,
,☛,,,,,,,,,,,
,"Note: City estimates were prepared in cooperation with the U.S. Department of Labor, Bureau of Labor Statistics.",,,,,,,,,,,
,"All cities listed have total population of 25,000 or more and an asterisks (*) designates cities with population of 50,000 or more.",,,,,,,,,,,
,,"Source: Georgia Department of Labor, Workforce Statistics & Economic Research",,,,,,,,,,
,,County Labor Force Estimates ,,,,,,,,,,
,,,,,,,(not seasonally adjusted) ,,,,,
,,,Place of Residence - Persons 16 Years and Older,,,,,,,,,
,Preliminary December 2020,,,,Revised November 2020,,,,Revised December 2019,,,
,,,Unemployment ,,,,Unemployment ,,,,Unemployment ,
, Laborforce ,Employment ,Number ,Rate, Laborforce ,Employment ,Number ,Rate,Laborforce Employment ,Number ,,Rate
Georgia ,"5,116,980 ","4,843,106 ","273,874 ",5.4,"5,155,192 ","4,879,522 ","275,670 ",5.3,"5,148,163 4,999,317 ","148,846 ",,2.9
Appling ,"9,387 ","8,975 ",412,4.4,"9,674 ","9,317 ",357,3.7,"9,422 ","9,102 ",320,3.4
Atkinson ,"4,257 ","4,111 ",146,3.4,"4,386 ","4,247 ",139,3.2,"4,672 ","4,546 ",126,2.7
Bacon ,"4,719 ","4,507 ",212 4.5 ,,"4,873 ","4,678 ",195,4,"4,854 ","4,677 ",177 3.6,
Baker ,"1,128 ","1,049 ",79 7.0 ,,"1,174 ","1,110 ",64,5.5,"1,154 ","1,107 ",47 4.1,
Baldwin ,"18,331 ","17,179 ","1,152 6.3 ",,"18,512 ","17,426 ","1,086 ",5.9,"17,417 ","16,761 ",656 3.8,
Banks ,"9,926 ","9,579 ",347 3.5 ,,"10,175 ","9,875 ",300,2.9,"9,702 ","9,483 ",219 2.3,
Barrow ,"40,235 ","38,615 ","1,620 4.0 ",,"40,279 ","38,721 ","1,558 ",3.9,"40,948 40,004 ",,944 2.3,
Bartow ,"50,496 ","48,070 ","2,426 4.8 ",,"50,595 ","48,254 ","2,341 ",4.6,"51,416 ","49,804 ","1,612 ",3.1
Ben Hill ,"5,360 ","4,976 ",384,7.2,"5,471 ","5,103 ",368,6.7,"5,308 ","5,016 ",292,5.5
Berrien ,"7,466 ","7,112 ",354 4.7 ,,"7,671 ","7,348 ",323,4.2,"7,499 ","7,167 ",332 4.4,
Bibb ,"68,871 ","64,223 ","4,648 6.7 ",,"69,494 ","64,825 ","4,669 ",6.7,"67,979 ","65,861 ","2,118 ",3.1
Bleckley ,"4,477 ","4,191 ",286 6.4 ,,"4,565 ","4,304 ",261,5.7,"4,445 ","4,275 ",170 3.8,
Brantley ,"6,478 ","6,126 ",352 5.4 ,,"6,606 ","6,304 ",302,4.6,"7,150 ","6,896 ",254 3.6,
Brooks ,"7,042 ","6,695 ",347 4.9 ,,"7,321 ","6,983 ",338,4.6,"6,848 ","6,647 ",201 2.9,
Bryan ,"18,159 ","17,380 ",779 4.3 ,,"18,222 ","17,457 ",765,4.2,"18,160 ","17,703 ",457 2.5,
Bulloch ,"37,440 ","35,418 ","2,022 5.4 ",,"38,420 ","36,390 ","2,030 ",5.3,"36,161 ","35,042 ","1,119 ",3.1
Burke ,"8,931 ","8,316 ",615 6.9 ,,"9,013 ","8,414 ",599,6.6,"9,120 ","8,738 ",382 4.2,
Butts ,"10,795 ","10,207 ",588 5.4 ,,"10,829 ","10,244 ",585,5.4,"10,870 ","10,575 ",295,2.7
Calhoun ,"2,338 ","2,225 ",113 4.8 ,,"2,423 ","2,319 ",104,4.3,"2,257 ","2,192 ",65 2.9,
Camden ,"20,458 ","19,562 ",896 4.4 ,,"20,600 ","19,788 ",812,3.9,"20,829 20,206 ",,623 3.0,
Candler ,"5,623 ","5,375 ",248 4.4 ,,"5,797 ","5,566 ",231,4,"5,569 ","5,401 ",168 3.0,
Carroll ,"55,153 ","52,340 ","2,813 5.1 ",,"55,384 ","52,631 ","2,753 ",5,"55,806 54,244 ",,"1,562 2.8",
Catoosa ,"33,325 ","32,247 ","1,078 3.2 ",,"33,712 ","32,744 ",968,2.9,"33,665 ","32,764 ",901,2.7
Charlton ,"4,748 ","4,555 ",193 4.1 ,,"4,816 ","4,655 ",161,3.3,"4,801 ","4,655 ",146 3.0,
Chatham ,"141,142 ","132,519 ","8,623 6.1 ",,"141,536 ","132,831 ","8,705 ",6.2,"138,786 134,914 ","3,872 ",,2.8
Chattahoochee ,"1,943 ","1,815 ",128 6.6 ,,"1,945 ","1,832 ",113,5.8,"1,984 ","1,912 ",72 3.6,
Chattooga ,"9,797 ","9,173 ",624 6.4 ,,"9,863 ","9,345 ",518,5.3,"11,134 ","9,775 ","1,359 12.2",
Cherokee ,"134,623 ","129,782 ","4,841 3.6 ",,"134,989 ","130,259 ","4,730 ",3.5,"137,554 134,474 ","3,080 ",,2.2
Clarke ,"58,747 ","55,706 ","3,041 5.2 ",,"59,342 ","56,307 ","3,035 ",5.1,"59,225 ","57,596 ","1,629 2.8",
Clay ,927,810,117 12.6 ,,970,864,106,10.9,868,811,57,6.6
Clayton ,"142,577 ","129,947 12,630 8.9 ",,,"143,817 ","130,181 13,636 ",,9.5,"139,417 134,601 ","4,816 ",,3.5
Clinch ,"2,448 ","2,340 ",108 4.4 ,,"2,549 ","2,443 ",106,4.2,"2,508 ","2,420 ",88 3.5,
Cobb ,"424,577 ","405,535 19,042 4.5 ",,,"426,407 ","406,773 19,634 ",,4.6,"430,626 420,158 10,468 ",,,2.4
